School Name,Address,Phone number,Details
Nalanda English Medium School,"Manipur, Manchar, Tal : Ambegaon   Pune - 410503, Maharashtra, India",(02133)-223915Fax : (02133) 226471,Nursery - Class X CBSE Board Private School Co-Educational School 
Nandadeep Vidyalaya,"Jayprakash Nagar, Road No. 4, Goregaon East   Pune - 411009, Maharashtra, India","(020)-26860889, 26863054, 26862945",High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Narayanrao Sanas Vidyalaya,"Kedgaon, Wadgaon Budruk   Pune - 411041, Maharashtra, India",(020)-24392668,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Nath Hari Purandare Prathamik Vidyalaya,"#10/2, Shivajinagar H.O.   Pune - 411005, Maharashtra, India",(020)-25536006,Primary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
National Model School,"No. 3, Nagar Road, Kalyani Nagar   Pune - 411014, Maharashtra, India","(020)-26681626, 26681166",High Secondary School CBSE Board Government School Co-Educational School 
Nav Maharashtra Vidyalay and Junior College,"Pimpri Waghere, Pimpri Colony   Pune - 411017, Maharashtra, India","9503429333, 9960082036",Class V - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1962 
Navin Marathi Shala,"Shaniwar Peth   Pune - 411009, Maharashtra, India",(020)-65603238,High Secondary School CBSE Board Private School Co-Educational School Established in 1899 
Navin Primary School,"588, Laxmi Road, Rasta Peth   Pune - 411011, Maharashtra, India",(020)-26336242,Primary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Navkshitij,"Next to Zilla Parishad School, Marunji, Off Hinjewadi

   Pune - 411057, Maharashtra, India",9850092195,Private School (School for Gifted Children) Co-Educational School 
Navkshitij Jivan Shikshan Kendra,"426/A, Somwar Peth, Subramanyam Nivas, Somwar Peth   Pune - 411002, Maharashtra, India",(020)-26130297,Private School Co-Educational School 
NCRD's Sterling School,"Sector 1, Indrayaninagar, Bhosari   Pune - 411039, Maharashtra, India","(020)-27234550, 27233438",Nursery - Class X CBSE Board Private School Co-Educational School 
Netaji Subhash Chandra Bose Boy's Military School,"Phulgaon, Tal- Haveli   Pune - 412206, Maharashtra, India","9607811664, 7840930179, 7420930179",Class V - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Boys Only School Established in 1999 
New Blossom Public School,"S.No. 12/2/2, Narhe, Taluka- Haveli   Pune - 411041, Maharashtra, India","(020)-24608802, 24608803",High Secondary School CBSE Board Private School Co-Educational School 
New Dawn High School,"Main Shaan Education Campus, Second Floor, Main Kondhwa Road,
Near NIBM Crossing, Kondhwa(Kh)   Pune - 411048, Maharashtra, India",(020)-64780784Fax : (020) 64780784,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
New Drop Nursery School,"Near Fashion Street, East Street, Camp   Pune - 411001, Maharashtra, India",9822043311,Play - Nursery Private School Co-Educational School 
New English Medium School,"Tilak Road, Sadashiv Peth   Pune - 411030, Maharashtra, India","(020)-67657014, 67657022",Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
New English School,"Ramanbaug   Pune - 411030, Maharashtra, India","(020)-24457391, 67656805",High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1946 
New Gardan School,"P.S. Towar, Mundhwa Road, Magarpatta City-Hadapsar   Pune - 411028, Maharashtra, India",9822532659,Play - Nursery Private School Co-Educational School 
New Generation Kids,"Row House No. 4, Lili Banglow, 5 Flower, Pimple Nilakh-Pimpri Chinchwad   Pune - 411058, Maharashtra, India",9152460116,Play - Nursery Private School Co-Educational School 
New Grace English School,"Survey No. 46/7, Behind Ashoka Mews,
Lane No.2, Mitha Nagar, Kondhwa   Pune - 411048, Maharashtra, India","9595903366, 9021414422",Nursery - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
New India School,"Bhusari Colony, Opp. PMT Bus Depot, Paud Road, Kothrud   Pune - 411038, Maharashtra, India","(020)-25280291, 25280290",Nursery - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 2004 
New Millenium Star English School,"Amarraj Vakratunda Co-Operetive Society, Canara Bank Lane, Bibvewadi   Pune - 411037, Maharashtra, India",9370075259,Nursery School Private School Co-Educational School 
New Pune Public School,"Sector No. 28, Near Ganganagar Bus Stop, Nigdi Pradhikaran, Nigdi-Pimpri Chinchwad   Pune - 411044, Maharashtra, India","8550978999, 9130016193",CBSE Board Private School Co-Educational School Established in 1964 
New Star Nursery School,"No. 53, Bhagyoday Nagar, Kondhwa Khurd   Pune - 411048, Maharashtra, India",9860667089,Play - Nursery Private School Co-Educational School 
New Wisdom International School,"Gat No. 62, Shiraswadi Gaon, (Gawadevadi, Bolhai Uruli Road   Pune - 412207, Maharashtra, India","7350000869, 7350000859, 7350000863",Nursery School Private School Co-Educational School 
New Zensir School,"Mangal Murti Heights, Opp. More Near Raddisson, Eon Road, Kharadi   Pune - 411014, Maharashtra, India",9822327462,Play School Private School Co-Educational School 
Nikos Public School,"44/1, Wadachi Wadi, Undri, Hadapsar   Pune - 411038, Maharashtra, India",(020)-26933094,CBSE Board Private School Co-Educational School 
Nilkanth Play Group and Nursery,"Survey No. 47/1, Sunita Nagar, Near Dwarika Garden, Vadgaon Sheri   Pune - 411014, Maharashtra, India",9152438275,Play - Nursery Private School Co-Educational School 
Ninos preschool and Day care,"""Blossom"", Siddharth Heights, Near Medipoint Hospital, Aundh   Pune - 411007, Maharashtra, India",9325546948,Play School CBSE Board Private School Co-Educational School 
Nirmal Bethany English High School and Junior College,"Vijay Nagar, Kalewadi   Pune - 400017, Maharashtra, India",8793675263,Nursery - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1987 
Nirmala Convent School,"Nirmalwadi, Kharadi   Pune - 411014, Maharashtra, India",(020)-20265517,Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1989 
NMV High School and Junior College,"Survey No. 21, Bhajirao Road, Budhwar Peth   Pune - 411002, Maharashtra, India","(020)-24433242, 24431376",Class X - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Noahs Ark Preschool and Daycare,"Plot No. A-17, Vidyutnagar Society, Koregaon Park, Lane No.05   Pune - 411001, Maharashtra, India","9371456927, 9850346139",Play - Nursery Private School Co-Educational School 
Nobel English School,"666/69, Guruwar Peth   Pune - 411042, Maharashtra, India",(020)-24463343,Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Noble English School,"666/69, Guruwar Peth   Pune - 411042, Maharashtra, India",(020)-24463343,Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Noble Kids School,"Behind Welcome Hall, Parge Nagar, Opp. Alauddin Masjid, Kondhwa Khurd   Pune - 411048, Maharashtra, India","7758862668, 9420948826",Nursery - Class IV CBSE Board Private School Co-Educational School 
Noble Nursery School,"Behind Hotel Vaishali, Opp. Aakashwani, Hadapsar   Pune - 411028, Maharashtra, India","9881300883, 9423505383",Play - Nursery Private School Co-Educational School 
Novel International School,"GP-193, Beside Bird Valley, Near Thermax Chowk, Chinchwad   Pune - 411019, Maharashtra, India","9881280066, 9881290066",Nursery - Class VI CBSE Board Private School Co-Educational School 
Nutan Balvikas Mandir Primary School,"#1493/C, INS Shivaji Lonavala, S.P. College   Pune - 411030, Maharashtra, India",(020)-24472660,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Nutan Marathi Vidyalay,"Appa Balawant Chowk, Opp. Laxmi Road, Narayan Peth   Pune - 411030, Maharashtra, India",(020)-24458485,Senior Secondary School CBSE Board Private School Co-Educational School 
Nyayamurti Ranade Balak Mandir,"Shaniwar Peth   Pune - 411030, Maharashtra, India",(020)-67656823,Play - Nursery Private School Co-Educational School Established in 1936 
Nyaymurti Ranade Balak Mandir,"Fergusson College Road, Deccan Gymkhana   Pune - 411004, Maharashtra, India",(020)-25652469,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Boys Only School 
Oakley Vale School,"82/2/1, Sahayadri Farms, Near Balewadi Phata, Baner Road   Pune - 411045, Maharashtra, India",9881055287,Play - Nursery Private School Co-Educational School 
OI Play School,"Bunglow 14, Mulberry Gardens 2, Magarpatta City   Pune - 411028, Maharashtra, India",8975790101,Play - Nursery Private School Co-Educational School 
Om Sai Play School,"Shop No. 22, Sector 2, Kopar Khairane   Pune - 400709, Maharashtra, India",(022)-27542211,Play - Nursery Private School Co-Educational School 
Orchid School,"Baner- Mhalunge Road, Baner   Pune - 411045, Maharashtra, India","(020)-67116711, 65007680",Class I - Class X CBSE Board Private School Co-Educational School 
Orchids The International School - Nigdi,"Sector 27, Next to Ram Mandir, Nigdi â€“ Pradhikaran   Pune - 411044, Maharashtra, India",(022)-65223300,Nursery - Class X CBSE Board Private School Co-Educational School 
Origins School,"209, Nyati Millenium, Viman Nagar   Pune - 411014, Maharashtra, India",(020)-26631092,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Ornellas High School,"Plot No. 433, Nana Peth, Quarter Gate, City Church Compound   Pune - 411002, Maharashtra, India",(020)-6136276,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
P. Jog English and Marathi Medium School,"Sinhagad Road, Manikbagh   Pune - 411029, Maharashtra, India","(020)-24350808, 24352363",Class V - Class X CBSE Board Private School Co-Educational School 
P. Jog Junior College of Science and Commerce,"Mayur Colony, Kothrud   Pune - 411029, Maharashtra, India",(020)-25431065,Senior Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
"P. Jog Junior College of Science, Commerce and Arts","Sinhagad Road, Manikbagh   Pune - 411051, Maharashtra, India","(020)-24350808, 24352363",Senior Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
P. Jog Primary School,"Mayur Colony, Kothrud   Pune - 411029, Maharashtra, India",(020)-25431065,Primary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
P.B. Kog High School,"Mayur Colony, Kothrud
   Pune - 424029, Maharashtra, India",(02562)-25431065,Nursery - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Panda Kids,"Corporate Office: Silver Nest, Salunke Vihar   Pune - 411048, Maharashtra, India",9371663922,Play - Nursery Private School Co-Educational School 
Pandurang International English School,"Survey No. 136, Pimple Saudagar   Pune - 411027, Maharashtra, India","8237070223, 8237070224",Class I - Class X CBSE Board Private School Co-Educational School Established in 2011 
Paradise English Medium School and Junior College,"Manaji Nagar, Narhe Dhayari   Pune - 411041, Maharashtra, India",(020)-65238388,Class X - Class XII Private School Co-Educational School Established in 2005 
Pawan Gandhi Sinhgad Spring Dale School,"Pirangut   Pune - 411042, Maharashtra, India","(020)-20291046, 20291152",Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Pawar Public School - Hadapsar,"Amanora Park Town, Sade Satra Nali, Hadapsar   Pune - 411028, Maharashtra, India",9272212290Fax : (020) 26722292,Nursery - Class XII ICSE/ISC Board Private School Co-Educational School 
Pawar Public School - Hinjewadi,"Megapolis, Rajiv Gandhi Infotech Park,
Phase III (SEZ), MIDC, Hinjewadi   Pune - 411057, Maharashtra, India",(020)-67703700,Nursery - Class X CBSE Board Private School Co-Educational School Established in 2013 
Pawar Public School - Nanded City,"Sinhagad Road   Pune - 411041, Maharashtra, India","(020)-65215222, 65216111, 67526111, 67525222",Nursery - Class XII CBSE Board Private School Co-Educational School 
Pearl Drops Nursery,"Survey No. 1/A/1/2, Bramha Avenue, Off NIBM Junction, Kondhwa Khurd   Pune - 411049, Maharashtra, India",9970167561,Play - Nursery Private School Co-Educational School 
Periwinkle English Medium School - Bavdhan,"Survey No. 14/4,  Near Talathi Office, Next to Madhuvishwa Society, Bavdhan BK   Pune - 411021, Maharashtra, India",7757020060,Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Periwinkle English Medium School - Pirangut,"Lavale Road, Pirangut   Pune - 412111, Maharashtra, India",7757020065,Nursery - Class V Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Periwinkle English Medium School - SUS,"Plot No. 45, Near Joshi Wadewale, Sus Nande Road, Susgoon   Pune - 411021, Maharashtra, India",7757020062,Nursery - Class V Private School Co-Educational School Established in 2013 
PES Modern English Medium School,"Popular Nagar, Mumbai Bangalore Highway, Warje   Pune - 411029, Maharashtra, India",9422506507,Class V - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
